geoid,households,rental_vacancy_rate,percent_recent_construction,percent_prewar_construction,avg_renter_household_size,percent_3_plus_vehicles,percent_solar_heat,percent_mortgage_free,percent_no_high_school,percent_veterans,percent_recent_move_from_other_state,percent_foreign_born_recent_arrival,percent_adults_with_disability
46055,855,13.7,0,26.5,2.53,38.7,0,63.3,3.9,7.1,1.5,,11.7
46057,2178,4.5,0,33.2,2.52,37.5,0,44.3,4.5,10,2.1,17,11.4
46059,1510,4.1,0,35.5,1.92,34.6,0.2,62.1,5.7,8.9,0.9,8.9,7.6
46061,1056,1.6,0.3,39.9,3.19,49.5,0,53.9,4,10,1.9,0,10.5
46063,507,0,0.4,25.8,2.54,45.2,0,66.4,1.9,7.1,2.4,25,6.8
46065,7117,6.1,0,11.9,1.92,26.2,0,41.8,3.8,9.2,3.1,0,6.6
46067,2942,5.7,0.1,38.7,1.86,36.7,0.1,66.5,7.6,9.1,1.3,21.7,11
46069,545,0,0,38,2.49,42.9,0,67.5,3.7,8.4,0,30.8,3.7
46071,1032,3.1,0.2,18.7,3.79,35.8,0,73.9,2.5,11.1,3.1,3.5,12.6
46073,863,4.5,1.1,46.3,2.13,39.3,0,57,5.5,8.8,0.3,29.8,7.2
46075,426,0,0,20.6,1.46,35.4,0,72.6,2.3,9.9,2.1,0,9.8
46077,2283,3.3,0,38.2,1.85,36.8,0,57.8,5,10.2,2.1,0,9.2
46079,4764,3.2,0.3,25.2,2.45,29.6,0.1,48.8,2.3,9.1,3.4,22.8,9.3
46081,10528,9,0,21.7,2.03,29,0,46,2.1,11.7,4.9,11.6,12.6
46083,18037,4.3,0.6,10.3,2.21,29.7,0,25.2,2.4,8.1,2.2,5.7,5.3
46085,1394,8.5,0,18.2,3.35,33.6,0,63.6,2.7,10.3,2,0,7
46087,2253,7.6,0,36.8,2.03,43.9,0,51.6,4.1,10.1,2,15.3,9
46089,1009,12.5,0.1,38.3,1.62,29.1,0,78.4,14.3,13.4,5.9,0,13.4
46091,1765,2.6,0.1,24.7,2.58,32.1,0.1,56.8,5.5,7.9,1.1,32.4,7.4
46093,10593,7.4,0.2,10.1,2,38.4,0,39.5,3.4,16.2,5,19,12.8
46095,675,8.8,0,18.8,4.04,31.6,0,78.4,5.1,6.9,0.9,41.7,17.2
46097,1006,4.1,0,53.2,1.8,43.2,0,61.4,5,8.4,3.4,16.2,9
46099,70140,5.8,0.2,10.5,2.17,23.2,0.1,29.7,3.9,8.4,2.9,24.2,9.4
46101,2681,6.6,0,33.7,2.18,38.9,0,49.8,3.5,9.4,1.4,75.2,10.4
46102,2933,3.7,0.4,3.7,5.42,18.7,0,86.9,5,7.1,1.2,0,13.7
46103,41670,5.1,0.1,7.4,2.26,27.4,0,36.3,2.5,14.4,4.3,14.7,12.1
46105,1306,3.5,0,25.2,1.84,36.8,0,68.2,4.9,11.4,6.3,0,11.3
46107,1056,0,0.1,28.6,1.97,31.4,0,66.5,5,11.6,1.1,17.1,12.9
46109,3652,9.3,0,27.3,3.24,30,0.1,64,5.6,10,3,11.4,10.7
46111,1072,2.8,0,46.7,2.04,44.2,0,63.9,4,12.6,2.6,56,8.7
46115,2631,4.5,0.4,40.2,2.23,37.5,0.1,56.7,5,10.6,2.7,39.8,10.3
46117,1268,6.6,0,10.2,1.73,30.8,0,47.2,4.1,8.2,1.2,0,8.9
46119,622,11.2,0,28.1,2.38,36.8,0,71,2.5,9.2,1.5,76.9,5.7
46121,2737,5.4,0,7.9,4,16,0.4,75.3,5,7.6,1.2,1.2,20.3
46123,2579,4.8,0.3,18.6,2.12,37.5,0.5,63.3,4.9,7.6,3.6,5.3,11
46125,3520,9.4,0,37.6,1.9,40.7,0.1,50.4,4.3,10.1,1.4,20,10.4
46127,5939,11,0.1,17,1.91,30.3,0.6,34.4,2.6,9.5,6.8,1.5,8.6
46129,2389,3.9,0.6,24.2,1.91,25.7,0,61.8,5.3,12,3,53.4,11.2
46135,8899,7.3,0,21,1.97,25.5,0,47.8,3.4,9.7,3.4,12.4,11.8
46137,810,4.2,0,8.1,3.63,30,0,71.5,4.2,6.3,0.3,8.9,10
47001,30612,6.3,0,5.7,2.41,21.2,0,46.8,6,11.1,1.7,16.9,17
47003,16721,8.1,0.2,6.5,2.73,28.2,0,39,7.5,9.8,2.3,4.8,15.2
47005,6786,3.6,0.1,4.4,2.26,24.2,0.1,55.9,6.6,12,1.2,8.8,21.2
47007,4534,6.8,0,6,2.56,30.3,0,54.6,12.2,9.7,2.3,6.1,25.4
47009,49033,5.3,0.1,6.7,2.49,27.5,0,39.2,4.5,11.1,2.1,7.5,13.2
47011,38466,5.2,0.1,5.4,2.41,23.6,0,40.8,7.2,8.9,3.5,12.1,16.6
47013,15995,5.1,0.1,7.3,2.35,22.3,0,56.3,12.2,9,2.2,4.1,22.8
47015,5388,2.3,0.7,7.9,2.4,30.6,0,45,6.6,10.4,1.9,24.9,18.8
47017,11168,9.1,0.2,8.8,2.32,27.8,0,52.5,7.8,9.7,1.5,9.6,17.3
47019,23894,4.4,0,10.5,2.27,24.7,0,53.2,8,10.7,1.6,4.2,19.5
47021,14499,5.7,0,3,2.77,31.7,0,32.2,4.7,9.5,1.5,0.4,14.4
47023,6074,6.3,0,3.3,3,24,0,47.3,6.8,8.1,2.1,9.3,9.9
47025,12705,4.3,0.1,8.1,2.2,21.4,0,54.4,10.6,6.8,4.4,15,19.9
47027,3242,4.7,0,7.9,2.45,30.4,1.4,64,12.8,8.9,0.9,25.9,20.1
47029,14710,5.5,0.9,7.2,2.38,27.5,0,57.2,9.2,11.3,2.5,8.5,20.3
47031,21170,4.1,0.2,3.6,2.56,27.3,0,43.1,5.3,11.1,3,2.7,18.4
47033,5453,0.9,0,8.4,2.7,19,0,48.5,8.9,7.7,0.9,5,18.5
47035,24177,5.3,0.1,2.9,2.35,20.7,0,50.5,6.6,14.4,2.4,12.9,20.8
47037,264211,5.8,0.2,6.6,2.33,15.6,0,28.9,4.9,6.9,4.1,17.1,10
47039,4978,2.4,0,5.3,2.39,21.3,0,53.1,7.4,9.8,1.3,18.9,17.8
47041,6920,8.6,0,6.8,2.76,25.6,0,49.9,10.2,7.9,0.5,37.8,19.4
47043,18556,6.4,0.1,6,2.62,28.5,0,41.1,5.9,9.6,1.6,5.4,16.7
47045,14931,5.9,0,5.7,2.63,23,0,41.7,7.4,9,3,10.8,17.5
47047,14846,3,0.2,3.5,2.48,27,0,36.7,4.5,9.8,1.4,12.6,13.7
47049,7304,10.9,0,4.5,2.41,21.9,0,57.8,12.6,9,1.8,8,23.6
47051,16302,5.3,0,7.6,2.5,26.6,0,48.9,7.6,10.8,3,30.2,14.7
47053,19449,6.7,0,9.4,2.44,21.9,0,44.1,6.2,9.7,1.4,4.3,15.6
47055,11297,13.1,0.1,13.2,2.48,30.6,0,51.8,7,9.5,1.5,36.5,15.1
47057,8952,5.1,0,7.2,2.47,31,0,53.2,11.4,9.3,1.6,13.9,19.6
47059,28061,5.2,0.1,8.9,2.28,25.1,0,51.3,8.2,10.7,2,9.7,20.6
47061,5221,10.5,0,8.5,2.37,26.2,0,55.9,16.1,8.4,0.2,0,23.5
47063,24470,8.9,0,5.3,2.61,23.6,0,44.5,9.8,9.9,2.3,5,17.6
47065,136319,8.6,0.1,9.6,2.37,21.3,0.1,36.9,4.3,9.2,3.3,11.9,12.1
47067,2754,9.9,0,10.8,2.16,28.4,0,65.3,12.9,7.1,1.3,22.2,27.1
47069,8737,8,0.3,6.6,2.8,22.3,0.1,50,6.1,7.6,0.5,0,16.9
47071,9871,7.2,0,4.6,2.3,24.2,0,50.3,8.5,10.5,2.4,31.3,18.8
47073,23167,5.8,0.1,8.3,2.23,28.4,0,52.8,8.9,10.3,1.6,4,20.6
47075,7008,10.3,0.2,8.2,2.49,19,0,46.6,6.8,8.6,1,5.5,17.3
47077,10809,10.9,0,3.4,2.46,26.1,0,50.4,6.1,8.4,1.2,1.6,17.4
47079,13471,5.7,0,8.2,2.38,22.6,0,47.4,6,13,1.6,2.7,20.4
47081,8769,5.8,0,6.9,2.48,28.4,0,44.1,9,9,1.5,0,22.4
47083,3247,5.4,0,7.2,2.74,26.6,0,44.2,6.3,11.1,1,0,21
47085,7124,7.6,0,3.4,2.62,28.8,0,47.4,5.1,10.3,1.5,0,16.1
47087,4531,8.4,0.6,8.2,2.53,25.8,0,52.3,11.6,7.7,1.5,0,23.7
47089,19679,4,0,6.4,2.67,30.9,0,44.9,7,10.9,2.7,19.2,17.9
47091,7009,1.1,0,8.1,1.95,26.4,0,59.1,8.9,9.5,2.2,1.7,22.6
47093,180729,5.6,0.2,6.2,2.19,20,0,35.8,3.4,8.4,2.7,13.1,10.8
47095,2092,9.8,0.1,7.7,2.6,18.1,0,48,10,6.8,1.6,12.5,26.2
47097,9800,8.8,0,7.7,2.57,15.4,0,47.9,8.9,7.3,1.3,18,23.2
47099,16104,4,0.1,7.4,2.33,27.6,0.1,47.5,10,9.4,1.6,5.1,15.5
47101,4712,6,0,3.5,2.23,27.1,0,53.2,8,9.3,1.5,0,18.5
47103,13644,2.1,0,9.6,2.62,25.4,0,49.7,5.8,9.3,3.8,18.3,19.7
47105,20009,4.3,0,7.1,2.66,26.3,0.1,43.9,6.4,13.7,2.3,3.4,14.3
47107,19978,9.5,0.1,7.8,2.41,23.3,0,47.5,7.2,9.8,1.4,8.5,16.7
47109,9872,5.2,0,6.2,2.7,21.5,0,54,8.1,9.7,1.4,6.1,18.8
47111,8856,4.3,0,6.6,2.51,28.6,0,47.6,11.7,7.2,1.2,35.6,19
47113,36766,9.8,0,6.9,2.59,20,0,38.3,3.9,8.8,2.2,7.8,14.1
47115,11525,8.8,0.1,6.9,2.4,34.6,0,46.2,9.4,8.5,1.1,2.7,19.2
47117,11968,4.6,0.2,7.1,2.61,28.7,0,42.4,7.4,7.2,1.5,0,14.8
47119,32465,5,0.2,7.8,2.48,27.3,0,35.2,5.2,9.5,2.4,13,13.4
47121,4620,11.6,0,2.7,2.33,28.4,0,51.5,10.9,9.9,2.4,0,25.4
47123,17193,8.5,0.3,6.2,2.62,26.3,0,50.3,10.5,10.4,1.5,4.8,16.1
47125,66234,11,0.6,3.2,2.63,22.6,0,27.4,2.6,20.3,9.2,8.8,14
47127,2454,20.4,0,8.8,2.61,38.3,0,47.3,5.1,13.3,0.5,0,10.9
47129,7370,11.4,0.1,4.7,2.69,32.8,0,50.4,8.1,11.5,1.6,0.6,19.9
47131,12665,9.7,0.1,9.9,2.38,21.3,0,44.8,8.2,9.4,2.6,6,17.1
47133,8893,11.9,0,5.8,2.57,25.4,0.1,56.6,10.9,7.7,1.1,3,16.2
47135,3226,10.5,0,5.9,2.26,28.9,0.8,59,10,11,1.1,23.4,18.8
47137,2223,26.1,0,7.4,1.95,31.3,0,55,13.1,11.5,3.5,0,14.1
47139,6745,14.8,0,7.4,2.45,28.2,0,55.2,10.9,8.9,3.1,0.7,18.4
47141,29721,6.2,0.3,4.7,2.18,21.2,0,42,7.6,7,1.4,30.3,12.3
47143,12545,5.9,0.1,4,2.51,27.7,0,48.7,9.8,9.2,3.5,23.5,24.8
47145,21887,10.3,0,6.6,2.32,26,0,53.4,6,12.5,1.8,9.6,19.8
47147,24641,2.7,0.2,7.5,2.84,30.2,0,33.8,4.4,8.8,1.6,15.2,12.3
47149,100661,6.3,0.3,2.3,2.62,25,0,26.1,3.5,8.9,3.2,13.4,8.3
47151,8309,9.8,0,5,2.29,27.9,0,48.5,8.9,7.6,1.6,0,24.4
47153,5615,4,0.5,3.7,2.29,27.2,0,51.8,10.2,8.6,1.4,7.5,21.2
47155,36717,18.8,0,2.5,2.57,24.4,0,42.8,7.1,9.4,3.6,16.9,16.6
47157,347224,10.6,0.1,6.8,2.62,16.4,0,30.1,4.5,7.9,2.8,13.2,11.4
47159,7478,7.8,0,9.9,2.35,30.7,0,46,7.8,8.1,0.4,0,16.3
47161,5131,7.6,0,8.1,2.59,31,0,40.7,4.3,13.6,3.2,0,17.2
47163,66421,5.5,0,7.9,2.18,25.8,0,46.9,6.3,10.6,2.7,9.4,17.5
47165,62425,5.6,0.2,3.1,2.52,26.6,0,30.3,3.3,9.5,3,10.5,10.6
47167,21575,6.7,0,5.1,2.85,31.5,0,31.1,4.8,11.2,2.3,25.4,12.4
47169,2926,13.1,0,9.7,2.23,31.9,0,36.2,8.3,7.9,2.5,19.1,16
47171,7428,5.6,0.1,16.1,2.46,25.5,0.1,62,9.1,9.9,2.8,10.6,24.3
47173,7302,5.3,0,4.6,2.73,24.7,0,55,11,8.8,0.7,20.9,18.8
47175,2106,13.6,0.7,5,2.68,34.5,0,57.1,9.7,10.7,2.6,0,20.5
47177,15661,12.7,0,5.6,2.43,24.9,0.1,52,8.9,8.2,1.2,12.5,18.3
47179,52638,6,0,8.5,2.09,21.4,0,41.1,4.9,11.5,2.3,14.4,14.7
47181,5967,5.8,0,7.5,2.27,27.1,0,49.2,9.5,9.3,0.5,1.2,18.4
47183,13678,7.1,0,9.2,2.18,23.2,0,48.8,5.7,9.3,1.7,25.7,13.2
47185,9731,4.6,0.1,8.5,2.45,24.7,0,48.7,8.8,10.6,1.9,17.3,17.7
47187,69478,2.8,0.5,2.4,2.4,28.6,0,26.4,1.7,6.5,3.8,15.9,5.5
47189,44528,6.9,0.2,4,2.55,28.8,0.1,31.5,3.8,9.4,2.6,14.5,10.5
48001,16737,6.1,0,5.9,2.8,18.3,0.1,58,6.5,9.1,1,9.3,11
48003,5476,0,0.2,2.9,3.4,28.1,0,54.3,13.2,7.4,0.6,14.1,8.8
48005,30583,7.6,0.2,5.7,2.76,19.7,0,56.9,8.7,9.8,1.4,6.1,16.8
48007,9682,16.1,0,1.8,2.74,14.2,0,64.4,6.2,13,1.3,6.3,19.7
48009,3350,0.7,0,9.4,2.65,27.5,0,52.4,5,12.6,0.6,0.7,11.1
48011,714,14.1,0.5,27.3,2.63,36.8,0,56.2,1.7,14.4,0.2,0,12.9
48013,15363,4,0.2,6,2.92,28.5,0,53.4,11.5,9.5,2.1,6.3,10.3
48015,11038,1.9,0.3,11.3,2.69,24.9,0,55.8,9.2,8.3,0.9,7.1,10.6
48017,2392,0,0,7,3.18,18.4,0,62.7,17.4,10.1,0.9,24.2,9.2
48019,8292,8.1,0.2,3.6,2.5,26.4,0,47.5,5.4,16.6,1.5,6.7,13
48021,25454,11.6,0.4,4.8,2.91,28.6,0,44.4,9.6,11.5,1,4.9,13.3
48023,1723,7.3,0,21.9,2.01,16.6,0,72.5,3,7.5,0.4,0,13.8
48025,8762,6.7,0,5,2.71,18.7,0,62.2,11.1,9.5,1.1,7.6,15.4
48027,109844,17.2,0.2,2.1,2.77,19.4,0,36.8,4.6,21.5,6.6,11.6,13.2
48029,618831,7.2,0.2,5,2.68,18,0,35.7,8.1,11.5,2.3,9.8,12
48031,4164,6.5,0.1,6.2,2.56,28.4,0,48.3,6.2,14.7,1.7,9.2,14.5
48033,262,7.6,1.5,5.8,3.75,32.4,0,72.3,0.2,9.9,0.3,0,12.4
48035,6999,4.2,0,10.8,2.57,23.9,0,55.9,8.3,12,0.6,2.8,13.7
48037,33423,8.4,0.1,4.2,2.54,20.3,0,51.7,3.7,10.6,3.9,14,13
48039,112510,7.2,0.2,1.5,2.5,22.7,0,38.5,6.5,8.2,1.3,5.8,8.3
48041,73858,7.4,0.5,2.2,2.42,18.6,0,39.4,7.1,5.3,2.1,21.5,6.6
48043,4025,12.1,0.2,16.4,2.15,17.1,0.7,63.6,4.6,12.8,2.6,0,17
48045,675,11.2,0,12.9,3.18,25.8,0,73.8,16.9,5.8,5,4.1,7.1
48047,2080,9.7,0,4.3,3.3,11.3,0,75.2,19.5,5.7,0.2,49.4,18.2
48049,13295,15.6,0.1,8.4,2.68,19.4,0,59.2,6.2,10.7,0.3,9.7,10
48051,6401,8.2,0,6.7,3.23,24.9,0,64,8.7,10.3,0.3,9.8,12.5
48053,16940,3.3,0.4,2.2,2.74,19.9,0,50.6,6,12.1,0.7,0,16.2
48055,12451,4.2,0,9.9,2.68,24.8,0,46.7,10.4,8.4,1.8,4.7,12.6
48057,7994,8.2,0.1,2.2,2.65,22.5,0,58.6,9.7,9.4,1.3,4.7,14.9
48059,5273,14,0,9.7,2.8,17.5,0,60.6,4.1,12.6,1.1,2.4,14.6
48061,121097,10.5,0.3,2.5,3.4,18,0,56.7,21.8,5.5,0.6,7.4,11
48063,4431,4.6,0,4.1,3.05,22.1,0,58.7,8.2,10.1,1.7,20.7,12.2
48065,2293,14.1,0,9.6,2.57,31.4,0,53.2,2.5,10.6,2.1,7.1,8.1
48067,11691,9.3,0.1,6.2,2.73,24.1,0.1,60.2,3.7,10.6,1.2,11.2,15.9
48069,2501,9.5,0,7.1,4,25,0,68.7,18.7,5.6,1.7,14.9,7.3
48071,13018,6,0.2,2.7,2.7,24.5,0,43,7.9,8.1,1.3,14.3,12.9
48073,17729,7,0.1,6.2,2.71,20.3,0,59.3,9.3,8.5,1.4,8,12.3
48075,2391,13.4,0,19.4,2.45,15.4,0,51.7,6.2,10.3,2.5,14.1,14.3
48077,4146,9.1,0.1,14.2,2.81,28.1,0,59,5.1,10.6,0.1,11.2,15.4
48079,1030,4.7,0,4,2.69,28.5,0,78.2,22.5,4.1,1.3,15.5,15.1
48081,1601,1.9,0,6.3,1.62,27.7,0,66.5,4.8,10,0.2,0.8,8.9
48083,3405,6.4,0.1,23.8,2.67,24.2,0,61.7,4.3,9.9,0.8,18.5,11.1
48085,305827,6,0.5,0.8,2.41,20.6,0,25,3.3,6.8,2.6,12.3,5.2
48087,1109,10.2,0,18.7,2.4,32.5,0,63.4,12.4,8.4,3.1,0,12.7
48089,7657,6.3,0,11.3,2.76,22.1,0,62.6,8.1,10.6,0.4,15.2,10.4
48091,43951,6.5,0.6,3.2,2.7,25.8,0.1,39.4,5,13.6,1.8,12.4,11.4
48093,5119,4.5,0,13.7,2.53,22.4,0,68.4,10.7,9.3,0.8,8.6,14.2
48095,813,10.3,0,23.1,3.81,26.9,0,70.1,21.7,6.5,4.7,17,8.4
48097,14598,6.3,0.1,7.5,2.6,23.2,0,48.7,4.7,9.8,1.8,7.7,13.9
48099,21829,12.8,0.1,3.9,3.19,20.3,0,40,3.8,19.4,6.4,9.3,13.5
48101,635,3.8,0,19.3,2.24,18,0,75.5,12.4,6.6,0.8,0,15.3
48103,1542,7.6,0,1.2,3.15,27,0,62.8,18,6.2,4.4,12.1,6.2
48105,1433,0,0,5.6,2.28,25.8,0,62.4,12.7,5,0.1,0,6.8
48107,2189,10,0,13.7,2.8,23.4,0,63.7,14.6,5.3,0.3,2,15.5
48109,788,7.6,0,4.7,2.51,17.5,0,69.7,25.2,6.7,0.7,0.7,22
48111,2256,12.1,0.3,16,3.33,22.7,0,53.4,13.2,7.5,2.3,23.2,14.1
48113,881279,7.8,0.2,3.9,2.6,17.2,0,35.1,11.5,5.6,1.8,9.8,8.2
48115,4232,2.8,0,6.4,2.46,17.1,0,65.1,14.3,5.1,2.8,9.2,11.2
48117,6194,7,0,5.6,3.03,23,0,55.3,17.6,5.2,0.7,3.5,9.8
48119,1928,15,0,12.2,2.67,24.3,0,58.6,5.2,13.9,1.1,0,18.5
48121,257275,5.3,0.5,0.9,2.4,20.9,0,22.3,3.7,7.6,2.7,10.7,6.7
48123,7061,7.1,0,18.2,2.65,25.3,0,68.9,9.6,10.1,0.9,4.2,12.7
48125,878,4.1,0,18,2.33,21.4,0,71.4,9.1,8.2,0,9.1,17.5
48127,3568,12.8,0.4,7.1,2.96,17.2,0,73.5,20.8,5,0.6,0,19.9
48129,1311,13,0.3,24.5,2.69,22.7,0,75.1,7.5,10,3.6,7.5,13.5
48131,3937,8.2,0,7.1,2.86,18.7,0,81,14.2,6,0.3,0,24
48133,6810,10,0.4,15.8,2.26,10,0,69.8,6.7,9.8,0.5,6.7,21
48135,50868,5.8,0.7,1.8,2.62,22.7,0,54,11.1,6.9,2.3,8.7,12.2
48137,747,27.7,0.3,21.2,2.92,25,0,85,15.4,12.5,1.9,0.5,8.3
48139,52653,4.7,0.3,6,2.91,27.7,0.1,35.9,6.9,8.9,1,8.2,10.6
48141,259612,8.1,0.1,4.1,2.92,21.5,0,41.6,15,8.7,2.9,8.6,11.7
48143,14572,6.7,0.3,6.6,2.6,23.1,0,50.6,7.7,6.6,1.6,2.4,7.4
48145,5418,15.5,0.1,13.1,2.93,24,0,68.7,9.6,9.5,0.4,14.7,16
48147,11974,6.4,0.2,11.3,2.68,26.8,0,52.5,5.7,12.7,1.9,10.3,14.8
48149,9558,7,0,16.1,3.04,24.4,0,63.6,9.7,10.5,0.1,6.6,10.5
48151,1667,4.5,0,14.1,2.47,26.5,0,67.4,9.3,10.4,0.8,17.6,10.3
48153,2413,5.9,0.1,14.7,2.75,18.7,0,63.5,14.8,7.5,0.2,13.6,10.7
48155,507,15.7,0,27.8,2.21,24.3,0,72.4,5.3,10.9,1.7,0,29.4
48157,206188,6.1,0.9,0.7,3.05,25.7,0,27.3,5.4,5.7,1.8,10.4,6.1
48159,4259,2.3,0,8,2.8,24.1,0,59,6.4,11.1,0.9,0,21.1
48161,7406,11.7,0.2,8.8,2.63,20.6,0.1,56.3,5.1,9.4,1.3,8.9,14
48163,4794,10.5,0,2.9,3.27,19.3,0,60.2,18,6.2,0.3,34.2,13.5
48165,5615,6.5,0,2.1,3.27,27.8,0.7,55.7,25.9,3.1,2.3,17.6,11.6
48167,113866,10.6,0.4,5.7,2.44,19.4,0,39.4,5,8.9,1.9,7.4,11.5
48169,1532,4.1,0,9.5,3.36,22.8,0,68.3,26.5,4.3,12,12.8,10.8
48171,10577,4.7,0.2,11.5,2.18,27.1,0,54.9,7.1,12.2,1.7,20.1,10
48173,431,0,0,3.2,2.39,47.8,0,67.9,11.7,5.9,0.5,0,1.1
48175,2881,16.5,0.4,14.2,3.01,26.4,0,69.8,5.2,11.3,2.7,0.6,15.8
48177,6477,8.4,0.2,12.7,3.23,22.5,0,62.2,16.3,8.1,0.9,2.8,17.7
48179,8250,14,0,13.9,2.4,22.8,0,58.7,7.5,8.7,1.6,2.9,14
48181,47215,7.4,0.1,8.6,2.51,22.3,0,48.2,4.6,10.7,2.2,11.6,14.3
48183,45618,9.9,0.1,2.1,2.41,18.7,0,46.2,6,9.2,1.6,10.9,12.3
48185,9005,8.3,0.5,4.3,2.63,21,0.4,58.2,9.7,9,0.6,5.7,10.4
48187,48940,6.4,0.6,3.3,2.81,26,0,36.4,5.2,15.7,1.8,5.1,10.8
48189,11513,9.4,0.1,10.3,2.69,19.6,0,56,14.7,6.2,1.6,2.9,9.8
48191,1155,5,0,27.4,2.72,27.2,0,81.9,15.9,9.5,1.8,0.5,15.8
48193,3166,6.3,0.5,14.5,2.62,20.7,0,62.2,7.9,10.8,0.4,27,22.4
48195,1972,3.9,0,7.9,2.81,27.4,0,65.4,14.7,5.8,1.9,6.8,11
48197,1634,1.3,0,28.6,2.59,25.9,0,67.5,8,7.2,0.4,29.1,22.9
48199,20799,8.9,0.3,2.9,2.65,22.9,0,60.6,3.9,10.2,0.7,8.2,13.5
48201,1499528,8.9,0.2,3,2.66,17.6,0,35.8,11.2,5.4,1.8,11.1,8
48203,23546,7.6,0.1,7.5,2.88,20.9,0,54,5.3,9,1.6,10,10.2
48205,1769,0,0,5.6,2.36,22.8,0,54.7,6.9,8.1,4,5,4.5
48207,2285,7.5,0,16.1,2,16.8,0,79.6,13.8,6.7,1.9,19.5,23.9
48209,61360,6.5,0.5,2.2,2.56,23.5,0,28.5,4.9,7.8,1.9,11.3,8.5
48211,1466,5.4,0,19,3.05,28.7,0,71.1,7.8,8.2,3.6,12.8,10.2
48213,29780,4.7,0.1,2.8,2.63,19,0.1,54.4,7.2,10.8,1.9,11.8,15.8
48215,224021,6.8,0.2,1.7,3.4,19.6,0,55,23.8,4,0.8,8,11.6
48217,12902,6.2,0,10.9,2.53,23.5,0,58.5,8.5,11.3,1.3,6.5,15.3
48219,8089,8.1,0,4.4,2.79,22.8,0,52.2,10.1,5.8,1.3,7.6,12.3
48221,20932,8.6,0.7,2,2.55,20.1,0,45.6,4.6,13.9,0.8,19.9,11.8
48223,13273,4.5,0.2,7.5,2.67,22.6,0,55.5,7.9,9.7,1.8,1.5,15.6
48225,8046,7,0.5,6.9,2.39,17,0,68.2,6.2,10.8,0.6,3.7,15
48227,11206,6,0.1,9.2,2.72,19.4,0,61.6,8.9,9.6,3.1,10.1,16.8
48229,968,3.8,0,6.7,2.78,23.9,0,80.5,28,6.6,1.6,11.5,22.9
48231,30832,12.7,0.1,4.5,2.51,25,0,47.3,5.8,11.6,1.8,11.4,15.4
48233,8297,11.5,0.1,3.5,2.47,23.7,0,59.3,5.3,9.2,3.7,2.4,15
48235,658,0,0,20.5,2.73,26.4,0,64.7,4.7,8.3,5,0,6.3
48237,3031,1.3,0.6,9.8,2.39,23.4,0,65.9,9,9.6,1.7,3.1,17.7
48239,5109,15.4,0,8,3.05,23.5,0,55.2,8.9,9.5,1.5,4.1,12.9
48241,12310,17,0,2.7,3.03,19.2,0,66,5.2,9.6,0.4,0.1,17.3
48243,1023,0,0,14.3,2.26,21.7,1.1,81.7,11.3,10.5,2.2,9.3,20.1
48245,93495,9.8,0.2,5.7,2.35,16.6,0,54.5,7.2,8.5,1.8,9.9,11.4
48247,1688,27.5,0,7.5,3.37,15,0,69.2,13.6,7.2,0,16,17.8
48249,13829,1.6,0.1,5,2.73,23,0,65,12.7,7,0.8,11.7,13.9
48251,53685,5.9,0.1,4,2.81,26.6,0,40.8,6.6,8.9,0.9,4.7,9.8
48253,5489,8.6,0.2,16.9,2.35,21,0,60.6,7.1,9.5,2.3,6.9,17.7
48255,4309,19.3,0.3,12.7,3.54,23.1,0,71.8,11.3,8.5,0.7,10.9,15.6
48257,35418,6.6,0.1,3.4,2.94,27.9,0.2,34.4,6.5,8.7,1.4,5.3,11.4
48259,13552,4.6,0.3,6.8,2.55,28.8,0,36.1,4.1,11.8,2.2,6.7,12
48261,145,0,0,15.8,3.84,4.1,0,93.6,13,5.6,0,77.2,8.5
48263,372,6.6,1.5,22.4,2.06,19.6,0,75.7,7.8,8.5,2.7,0,17.2
48265,20316,5.9,0,5.8,2.42,15.4,0.1,54.9,5.1,14.1,1.3,4.2,16.1
48267,1990,7.8,0,16.1,2.35,18.3,0,69.5,6.5,12.5,0.6,0,14
48269,113,0,0,11.3,2.53,21.2,0,88.2,14.5,0,0,0,7.7
48271,1079,18.8,0,15.3,2.42,17.3,0,65,20.9,18.6,4.8,21.5,13
48273,10906,4.2,0.1,6.6,2.57,23.5,0,61.5,14.8,7.8,1.2,14.2,12.1
48275,1437,9,0,17.3,2.36,16.1,0,76,9.6,9.4,0.9,10.3,14.1
48277,19026,10.9,0.3,8.3,2.61,22.8,0,53.9,5.6,9.4,2.1,5.1,13.3
48279,4865,5.8,0,10.1,2.97,24.6,0.2,63.7,13.4,5.6,3,6.9,11.1
48281,7505,5.7,0.2,6.2,2.74,24.6,0,50.8,4.7,21,1.6,11.8,14.1
48283,1971,31.2,0,3.7,3.27,17.1,0,82,20.8,2.9,1.7,23.9,13.9
48285,7701,3,0.2,16.3,2.71,27.1,0,61.5,9.5,9.7,0.2,5.3,13.8
48287,5996,8.6,0.3,6.2,2.61,27.6,0.3,60.4,8.5,10.3,0.9,2.4,13.7
48289,6142,8.8,0,4.8,2.84,22.7,0,62.7,8.1,13.1,0.5,1.3,12.7
48291,25319,7.8,0.1,2.9,2.6,21.4,0,54.5,9.1,8.6,1,10,16.8
48293,8084,1.6,0.1,9.4,2.9,22.2,0,56.3,9.4,8.6,0.8,9.8,13.4
48295,1198,7.2,0,15.1,2.91,32.6,0,65.3,9.2,8.4,4.7,8.8,9.5
