geoid,rate
45051,118738
45053,9095
45055,24194
45057,29395
45059,25160
45061,6385
45063,106637
45065,4003
45067,11958
45069,9950
45071,14287
45073,30556
45075,33410
45077,44646
45079,145069
45081,7059
45083,109892
45085,40571
45087,11666
45089,11885
45091,90322
46003,1157
46005,7565
46007,1050
46009,2480
46011,12325
46013,15996
46015,2067
46017,546
46019,4079
46021,683
46023,3171
46025,1488
46027,5335
46029,11934
46031,1229
46033,3759
46035,8580
46037,2533
46039,1900
46041,1640
46043,1296
46045,1586
46047,3087
46049,951
46051,3209
46053,1970
46055,855
46057,2178
46059,1510
46061,1056
46063,507
46065,7117
46067,2942
46069,545
46071,1032
46073,863
46075,426
46077,2283
46079,4764
46081,10528
46083,18037
46085,1394
46087,2253
46089,1009
46091,1765
46093,10593
46095,675
46097,1006
46099,70140
46101,2681
46102,2933
46103,41670
46105,1306
46107,1056
46109,3652
46111,1072
46115,2631
46117,1268
46119,622
46121,2737
46123,2579
46125,3520
46127,5939
46129,2389
46135,8899
46137,810
47001,30612
47003,16721
47005,6786
47007,4534
47009,49033
47011,38466
47013,15995
47015,5388
47017,11168
47019,23894
47021,14499
47023,6074
47025,12705
47027,3242
47029,14710
47031,21170
47033,5453
47035,24177
47037,264211
47039,4978
47041,6920
47043,18556
47045,14931
47047,14846
47049,7304
47051,16302
47053,19449
47055,11297
47057,8952
47059,28061
47061,5221
47063,24470
47065,136319
47067,2754
47069,8737
47071,9871
47073,23167
47075,7008
47077,10809
47079,13471
47081,8769
47083,3247
47085,7124
47087,4531
47089,19679
47091,7009
47093,180729
47095,2092
47097,9800
47099,16104
47101,4712
47103,13644
47105,20009
47107,19978
47109,9872
47111,8856
47113,36766
47115,11525
47117,11968
47119,32465
47121,4620
47123,17193
47125,66234
47127,2454
47129,7370
47131,12665
47133,8893
47135,3226
47137,2223
47139,6745
47141,29721
47143,12545
47145,21887
47147,24641
47149,100661
47151,8309
47153,5615
47155,36717
47157,347224
47159,7478
47161,5131
47163,66421
47165,62425
47167,21575
47169,2926
47171,7428
47173,7302
47175,2106
47177,15661
47179,52638
47181,5967
47183,13678
47185,9731
47187,69478
47189,44528
48001,16737
48003,5476
48005,30583
48007,9682
48009,3350
48011,714
48013,15363
48015,11038
48017,2392
48019,8292
48021,25454
48023,1723
48025,8762
48027,109844
48029,618831
48031,4164
48033,262
48035,6999
48037,33423
48039,112510
48041,73858
48043,4025
48045,675
48047,2080
48049,13295
48051,6401
48053,16940
48055,12451
48057,7994
48059,5273
48061,121097
48063,4431
48065,2293
48067,11691
48069,2501
48071,13018
48073,17729
48075,2391
48077,4146
48079,1030
48081,1601
48083,3405
48085,305827
48087,1109
48089,7657
48091,43951
48093,5119
48095,813
48097,14598
48099,21829
48101,635
48103,1542
48105,1433
48107,2189
48109,788
48111,2256
48113,881279
48115,4232
48117,6194
48119,1928
48121,257275
48123,7061
48125,878
48127,3568
48129,1311
48131,3937
48133,6810
48135,50868
48137,747
48139,52653
48141,259612
48143,14572
48145,5418
48147,11974
48149,9558
48151,1667
48153,2413
48155,507
48157,206188
48159,4259
48161,7406
48163,4794
48165,5615
48167,113866
48169,1532
48171,10577
48173,431
48175,2881
48177,6477
48179,8250
48181,47215
48183,45618
48185,9005
48187,48940
48189,11513
48191,1155
48193,3166
48195,1972
48197,1634
48199,20799
48201,1499528
48203,23546
48205,1769
48207,2285
48209,61360
48211,1466
48213,29780
48215,224021
48217,12902
48219,8089
48221,20932
48223,13273
48225,8046
48227,11206
48229,968
48231,30832
48233,8297
48235,658
48237,3031
48239,5109
48241,12310
48243,1023
48245,93495
48247,1688
48249,13829
48251,53685
48253,5489
48255,4309
48257,35418
48259,13552
48261,145
48263,372
48265,20316
48267,1990
48269,113
48271,1079
48273,10906
48275,1437
48277,19026
48279,4865
48281,7505
48283,1971
48285,7701
48287,5996
48289,6142
48291,25319
48293,8084
48295,1198
48297,3699
48299,8654
48301,45
48303,107540
48305,2188
48307,3145
48309,86769
48311,278
48313,4121
48315,4463
48317,1630
48319,1714
48321,13382
48323,16030
48325,14975
48327,951
48329,52870
48331,9346
48333,1848
48335,2753
48337,8024
48339,173238
48341,6893
48343,4954
48345,445
48347,23888
48349,17477
48351,4825
48353,5599
48355,126900
48357,3696
48359,640
48361,32054
48363,10562
48365,8923
48367,42781
48369,3224
48371,4339
48373,17480
48375,43227
48377,2634
48379,4201
48381,48770
48383,1217
48385,1224
48387,5196
48389,3716
48391,2753
48393,350
48395,6065
48397,28457
48399,3703
48401,17753
48403,3795
48405,2882
48407,9476
48409,22781
48411,2126
48413,1074
48415,5832
48417,1377
48419,9396
48421,986
48423,78778
48425,3386
48427,16145
48429,3447
48431,451
48433,580
48435,1480
48437,2594
48439,673737
48441,49476
48443,466
48445,4046
48447,701
48449,10461
48451,42825
48453,428220
48455,5325
48457,7968
48459,13844
48461,1217
48463,8435
48465,14790
48467,18613
48469,32510
48471,20685
48473,13937
48475,3883
48477,11952
48479,69668
48481,14741
48483,2293
48485,47941
48487,5212
48489,5553
48491,161793
48493,15477
48495,2628
48497,21068
48499,16064
48501,2727
48503,7115
48505,4517
48507,3627
49001,2249
49003,16404
49005,35685
49007,7798
49009,263
49011,97910
49013,6606
49015,3531
49017,1751
49019,3789
49021,15095
49023,3106
49025,2789
49027,4160
49029,3024
49031,557
49033,640
49035,351892
49037,3923
49039,7943
49041,7050
49043,13927
49045,18631
49047,10981
49049,148464
49051,8095
49053,48920
49055,972
49057,80137
50001,14336
50003,15636
50005,12287
50007,63498
50009,2701
50011,18685
50013,2965
50015,10176
50017,12148
50019,11200
50021,25459
50023,24512
50025,19057
50027,24507
51001,13961
51003,38853
51005,6781
51007,4704
51009,12502
51011,5931
51013,98441
51015,28150
51017,2146
51019,30591
51021,2614
51023,12913
51025,5916
51027,9442
51029,5603
51031,21791
51033,10970
51035,12548
51036,2883
51037,4723
51041,116797
51043,5526
51045,2214
51047,16515
51049,4012
51051,6205
51053,9939
51057,4332
51059,392355
51061,23595
51063,6271
51065,9891
51067,23189
51069,29455
51071,7230
51073,14280
51075,8148
51077,6795
51079,7111
51081,3486
51083,14300
51085,37463
51087,124589
51089,22415
51091,1071
51093,13769
51095,28000
51097,2894
51099,8379
51101,6036
51103,5164
51105,9445
51107,113432
51109,12829
51111,4516
51113,5003
51115,3806
51117,12482
51119,4342
51121,35199
51125,6339
51127,7299
51131,5248
51133,5861
51135,5589
51137,12810
51139,9372
51141,7790
51143,26204
51145,9730
51147,7409
51149,11102
51153,136794
51155,14619
51157,3273
51159,2875
51161,38164
51163,9319
51165,29625
51167,11045
51169,9379
51171,17096
51173,12795
51175,6682
51177,42823
51179,43405
51181,2668
51183,3149
51185,17832
51187,14364
51191,22673
51193,6944
51195,15254
51197,11863
51199,23997
51510,66879
51520,7718
51530,2737
51540,17752
51550,81518
51570,7106
51580,2476
51590,18559
51595,2459
51600,8467
51610,5166
51620,3453
51630,10080
51640,2961
51650,52940
51660,16409
51670,8706
51678,1638
51680,28528
51683,12433
51685,4723
51690,5857
51700,69073
51710,87045
51720,1783
51730,12803
51735,4642
51740,36757
51750,5477
51760,87224
51770,42239
51775,10045
51790,10387
51800,30990
51810,166242
51820,9031
51830,4538
51840,10608
53001,5802
53003,9341
53005,67430
53007,27052
53009,31321
53011,162441
53013,1686
53015,39763
53017,14212
53019,3103
53021,24725
53023,953
53025,30358
53027,27219
53029,33125
53031,13422
53033,819651
53035,97739
53037,16953
53039,7863
53041,29515
53043,4370
53045,23026
53047,16619
53049,9100
53051,5396
53053,303586
53055,7708
53057,45841
53059,4495
53061,274766
53063,189471
53065,17679
53067,102631
53069,1716
53071,21696
53073,79767
53075,17399
53077,79972
54001,6041
54003,40991
54005,9547
54007,5607
54009,10030
54011,39973
54013,3090
54015,3460
54017,2674
54019,17669
54021,2744
54023,4175
54025,15339
54027,10194
54029,12894
54031,5156
54033,27502
54035,11118
54037,20331
54039,82250
54041,6526
54043,7994
54045,14043
54047,8180
54049,22481
54051,13569
54053,10838
54055,25451
54057,11265
54059,10844
54061,37035
54063,5822
54065,7348
54067,10787
54069,18408
54071,3095
54073,2893
54075,3737
54077,12472
54079,21707
54081,31274
54083,11563
54085,3942
54087,5872
54089,5584
54091,6732
54093,3010
54095,3616
54097,9093
54099,16691
54101,3887
54103,6525
54105,2430
54107,36192
54109,9199
55001,7786
55003,6718
55005,19120
55007,6919
55009,100640
55011,5771
55013,7312
55015,18583
55017,24873
55019,12797
55021,22615
55023,6623
55025,211114
55027,33322
55029,12968
55031,18581
55033,16441
55035,39893
55037,1904
55039,41069
55041,3810
55043,19447
55045,14819
55047,7939
55049,9689
55051,2910
55053,7960
55055,32413
55057,9984
55059,62330
55061,8138
55063,46345
55065,6646
55067,8713
55069,12419
55071,33927
55073,53848
55075,18319
55077,6332
55078,1259
55079,381715
55081,17794
55083,15486
55085,15044
55087,70505
55089,34543
55091,2954
55093,15177
55095,17994
55097,27768
55099,6700
55101,75183
55103,7547
55105,63845
55107,6239
55109,32459
55111,25331
55113,7359
55115,16957
55117,46701
55119,8756
55121,11796
55123,11758
55125,10646
55127,39648
55129,7141
55131,52897
55133,154991
55135,21532
55137,9689
55139,68939
55141,31717
56001,15662
56003,4491
56005,17510
56007,6108
56009,5677
56011,2958
56013,15330
56015,5384
56017,2182
56019,3649
56021,37294
56023,6797
56025,32131
56027,1045
56029,11822
56031,3758
56033,12578
56035,3623
56037,16679
56039,8187
56041,7502
56043,3512
56045,2986
